field	entity	script	vanilla_byte	echo_entity	echo_script	echo_byte	opcode	echo_opcode	status	left_anchors	right_anchors	field_name	vanilla_script_sha256	echo_script_sha256	text
192	0	3	503	0	3	503	0x03	0x03	mapped	8	7	mds6_2	B68E2207B4695BEA9172EA4B00846559A0B95F3844319458D58B8A9F3A8C031A	8B3BBE9B1FABFF20A77FDDC12B26A69B9FD3B593DF76F30DDF8B29502774EC12	Cloud and Aeris look toward the gate as Tifa rides past in a chocobo-drawn carriage.
192	0	3	525	0	3	525	0x03	0x03	mapped	8	6	mds6_2	B68E2207B4695BEA9172EA4B00846559A0B95F3844319458D58B8A9F3A8C031A	8B3BBE9B1FABFF20A77FDDC12B26A69B9FD3B593DF76F30DDF8B29502774EC12	Tifa's carriage disappears through the gate. Cloud and Aeris climb down from the slide to follow.
206	7	5	12	7	5	12	0xBC	0xBC	mapped	4	8	colne_1	BAEEC61D43B50018F75CD0BE88A0D8289FC1F72F69896D60803658C11B650786	AF19EA53E1986874DF087AA45BD54ACF5026C7D7D497B62FBFA04321A27B9CB2	At Cloud's suggestion that he dress as a woman, Aeris suddenly breaks into laughter. Cloud stares at her, baffled.
220	8	1	73	8	1	73	0xA3	0xA3	mapped	5	5	onna_52	AD21F8761B5B900A51BD6E3AD8DE4C0792BB469A6D70151F572EBFAE73218CA7	762F38518BD37CFE158F42BB9E18904900C4B4B9F9FF4EAF81AF19D1421F6216	Cloud enters a tiled bath packed with muscular men. Mukki ushers him into the crowded tub.
220	9	1	40	9	1	40	0xB1	0xB1	mapped	6	4	onna_52	AD21F8761B5B900A51BD6E3AD8DE4C0792BB469A6D70151F572EBFAE73218CA7	762F38518BD37CFE158F42BB9E18904900C4B4B9F9FF4EAF81AF19D1421F6216	In a private room, Cloud finds a translucent double of himself crouched in the corner. The vision confronts him; Cloud clutches his head and collapses.
216	10	1	160	10	1	160	0x24	0x24	mapped	7	4	onna_2	6F1EB9C7EBB3492B958CE5A2D25B293619F383D39C3E6CA62F301A7F4F0B51BB	3ECA464D1CCD33F9473F1A40B85D4F058C30FC14049A5C1189E0C3F81253CDFA	One of the Honeybee Inn women sits Cloud down and carefully applies his makeup.
201	7	3	26	7	3	26	0xA4	0xA4	mapped	6	1	mkt_s1	330DE7F8EF1753C19D560261F7E49D358CC3E288241ADF0D6767E2CD867EE498	FD9C0B7C1E820D78EB2B8503FF363F93E3998EF049A823C206C832334A54A79B	Behind the curtain, Cloud changes into the dress and wig. He steps back out transformed for the disguise.
210	7	4	0	7	4	0	0xBA	0xBA	mapped	0	6	colne_5	E8010C93FC1B130B682AAE8E76E6BA8514D125ECA7CED55E99A870CFE1315F15	A875850A9DD6BB848F065CFADC52DF73BF3C32A9BEEA670FE19BB3719274F370	Don Corneo points to Cloud and chooses him.
210	7	5	13	7	5	13	0xBC	0xBC	mapped	3	6	colne_5	E8010C93FC1B130B682AAE8E76E6BA8514D125ECA7CED55E99A870CFE1315F15	A875850A9DD6BB848F065CFADC52DF73BF3C32A9BEEA670FE19BB3719274F370	Don Corneo points to Aeris and chooses her.
210	7	6	13	7	6	13	0xBC	0xBC	mapped	3	6	colne_5	E8010C93FC1B130B682AAE8E76E6BA8514D125ECA7CED55E99A870CFE1315F15	A875850A9DD6BB848F065CFADC52DF73BF3C32A9BEEA670FE19BB3719274F370	Don Corneo points to Tifa and chooses her.
208	5	3	22	5	3	22	0xA4	0xA4	mapped	4	5	colne_3	5D0028921DD6CF7102D6815B641BB3334B97268AD4BF1B8DB07AB5CF0A339E17	410B154E55B887520ADA9E099A49FA72470A250338BFD772A609778A4A15F7F8	Cloud throws off the dress and wig, revealing his uniform and sword.
211	5	10	31	5	10	31	0xA4	0xA4	mapped	7	2	colne_6	0ED6A2A51EA58A913F17F3E083C4831FE7138C0FA6B62DD9349105760D398183	4FDC01C956CD7D785E7F37F1872199D34121C75F4B82C8A9B8B77F2A24C415AF	Cloud throws off the dress and wig, revealing his uniform and sword.
211	12	9	125	12	9	138	0x01	0x01	mapped	7	6	colne_6	0ED6A2A51EA58A913F17F3E083C4831FE7138C0FA6B62DD9349105760D398183	4FDC01C956CD7D785E7F37F1872199D34121C75F4B82C8A9B8B77F2A24C415AF	Don Corneo presses a hidden switch. The floor opens beneath Cloud, Tifa, and Aeris.
267	0	0	195	0	0	195	0x24	0x24	mapped	8	8	blin70_2	287CDC3497CBD33CF31396E4393AF3BC81774C43C2291F856411F47D4D5A3009	42D83A856B89278245EFB5660A3DF5842FCAEE99EF88931418570F193D0FF8EF	President Shinra and his executives sit around a conference table high above Midgar as Reeve objects to the plan to destroy Sector 7.
156	15	5	28	15	5	28	0xA4	0xA4	mapped	7	3	mds7plr1	7D33D724FD6D4079DE40667CFA97E0272A076D36A328C4ADFD40A98B126A5259	FA8A97A063E01C60F15B3BF63AA09F6538A6D0B9DF32B06157B61DA1E733001D	High above the slums, Wedge falls from the Sector 7 pillar and crashes onto the ground near Cloud, badly injured.
160	0	0	36	0	0	36	0x01	0x01	mapped	7	8	pillar_3	EEFC969E33F6A5E1716A9992C4E9365DE0514D0E68A63CB80141BC146C9EC5DE	70B12B3BF4D609FCDB7317E7BE2FCBD0CF4D5A4E055F1760FECA8D219415A06D	Reno drops onto the top of the Sector 7 support pillar.
160	6	6	0	6	6	0	0xB1	0xB1	mapped	0	4	pillar_3	EEFC969E33F6A5E1716A9992C4E9365DE0514D0E68A63CB80141BC146C9EC5DE	70B12B3BF4D609FCDB7317E7BE2FCBD0CF4D5A4E055F1760FECA8D219415A06D	Reno presses the plate-release control, activating the support pillar's time bomb.
160	1	3	84	1	3	84	0x01	0x01	mapped	8	8	pillar_3	EEFC969E33F6A5E1716A9992C4E9365DE0514D0E68A63CB80141BC146C9EC5DE	70B12B3BF4D609FCDB7317E7BE2FCBD0CF4D5A4E055F1760FECA8D219415A06D	A helicopter lowers beside the pillar. Tseng is aboard with Aeris held captive.
160	8	11	19	8	11	19	0xF1	0xF1	mapped	5	3	pillar_3	EEFC969E33F6A5E1716A9992C4E9365DE0514D0E68A63CB80141BC146C9EC5DE	70B12B3BF4D609FCDB7317E7BE2FCBD0CF4D5A4E055F1760FECA8D219415A06D	Tseng slaps Aeris across the face.
160	11	3	2	11	3	2	0xF9	0xF9	mapped	1	8	pillar_3	EEFC969E33F6A5E1716A9992C4E9365DE0514D0E68A63CB80141BC146C9EC5DE	70B12B3BF4D609FCDB7317E7BE2FCBD0CF4D5A4E055F1760FECA8D219415A06D	President Shinra watches from his office as the pillar buckles and the Sector 7 plate crashes down, crushing Seventh Heaven and the slums. Cloud, Tifa, and Barret swing away on a cable.
193	0	0	129	0	0	129	0x03	0x03	mapped	8	8	mds6_22	109777CB28EDC4D02DC014B625A017378D7A2048F05C8AD8EAE2977040BCE6AC	C3A9E43AA93850CDEAD1EBDE913A3B551AC2D7F8CB453C2CEF693BEE1D6F2EA8	Barret runs through the wreckage beneath the fallen plate, desperately searching for Marlene and Avalanche.
193	2	12	120	2	12	120	0xB1	0xB1	mapped	7	6	mds6_22	109777CB28EDC4D02DC014B625A017378D7A2048F05C8AD8EAE2977040BCE6AC	C3A9E43AA93850CDEAD1EBDE913A3B551AC2D7F8CB453C2CEF693BEE1D6F2EA8	Overcome with grief, Barret raises his gun-arm and fires repeatedly into the air.
147	13	3	20	13	3	20	0x24	0x24	mapped	4	4	mds7st32	2870B92C610CEB0158B1CB7F73E3DD0FEB1D22F409BE456F095A9D340804398A	6ED304AF370112BF2C0C41DE8E7FD6EC2F52A32980E898BEA36E323EE7B6B208	Elmyra waits among families at the station as returning troops reunite with their wives and children. Her husband never appears.
147	13	10	9	13	10	9	0x02	0x02	mapped	2	3	mds7st32	2870B92C610CEB0158B1CB7F73E3DD0FEB1D22F409BE456F095A9D340804398A	6ED304AF370112BF2C0C41DE8E7FD6EC2F52A32980E898BEA36E323EE7B6B208	Wounded Ifalna collapses and dies on the station floor. Young Aeris remains beside her.
189	11	3	4	10	3	4	0xA4	0xA4	mapped	2	1	ealin_12	B515537A96481BB7947E6D48C0DDB1DE1DB648463658F5263A0565AFFC297524	44D3A0A648B1AD77A7541974841DBC7AC13BE324A4C82D45051BD353F457CEF7	Years later, Tseng comes to Elmyra's house. Young Aeris stays close to Elmyra while he asks her to return to Shinra.
190	6	3	6	6	3	6	0xBA	0xBA	mapped	1	2	ealin_2	FCD85E80B96E59B7DFEEE3F55B7B9C3B7595C423EAAA9F0EFA25863EBB92D9EE	8AE0E9713936276E4CD5E53C3605F8DD7618DB54905E64AB80EE8AC0217AAFF3	Barret rushes upstairs and sweeps Marlene into a tight hug.
225	5	3	12	5	3	12	0x01	0x01	mapped	4	8	md0	D91047B165B807FB4F608C2ADDD6D39F429A77A6BDCCFFD0BC4AA8B220097DFE	DC89C974036FFBAA7E0B8ABC0562F4A0F5ACAC2DF55C8EBD5C3B8DA46D080BC9	Cloud, Tifa, and Barret climb a swaying cable through the wreckage toward the towering Shinra Building.
254	0	0	23	0	0	23	0x24	0x24	mapped	7	8	blin66_5	BD785FBA1EA8D87EA61413A4C405EB674FDAFAA884C749C14903CE19CED26DED	897DDB6C0B74604D22B65C0A4E93623DF85FA42E160B1B611E0AA637037B4BAB	From the air duct, Cloud, Tifa, and Barret peer down at President Shinra and his executives gathered around a long conference table.
259	1	3	184	1	3	184	0x66	0x66	mapped	8	8	blin67_3	A70E7511D4D9EE13C9CC25A248A7AB86EFEA22C5A5CC992E43B6D6A7C89DEFE8	BA3335C0B6BBDF8D544EDB1903C0A6E0B0C07AFA714F043BE667C6ED635A75D7	The camera reveals Jenova's headless, human-shaped body suspended behind glass. It twitches.
263	0	0	99	0	0	112	0x24	0x24	mapped	8	8	blin68_2	ED10E82DD7F9D16E45CDD6DFCA0AF3FAC490460FEA1299756693FF7897131E6E	ABC08423FA32FB0C85161192B753980F4DA79B0A189B4AC85DA6CCFB8F2D92F9	In Hojo's laboratory, Aeris is sealed inside a glass containment chamber. A red, lion-like beast is held in the adjoining pod.
263	7	6	38	7	6	38	0x01	0x01	mapped	8	7	blin68_2	ED10E82DD7F9D16E45CDD6DFCA0AF3FAC490460FEA1299756693FF7897131E6E	ABC08423FA32FB0C85161192B753980F4DA79B0A189B4AC85DA6CCFB8F2D92F9	A red beast bursts from the shattered chamber and lunges at Hojo, knocking him down.
267	0	0	33	0	0	33	0x01	0x01	mapped	7	8	blin70_2	287CDC3497CBD33CF31396E4393AF3BC81774C43C2291F856411F47D4D5A3009	42D83A856B89278245EFB5660A3DF5842FCAEE99EF88931418570F193D0FF8EF	Rude and Shinra guards march the captured party into President Shinra's office. The President waits behind the circular conference table.
258	1	6	8	1	6	8	0xBA	0xBA	mapped	3	6	blin67_2	76DC6AF4191245D257F1C87A930A2176C26650A726A18B95C3149EA942DA8F1F	33B4A2110AEBBED8198725C9C774B122DE56C3083B4D60644E4C117772455038	Cloud wakes in the prison cell and finds its door standing open. Beyond it, a dark trail of blood smears the hallway floor.
267	0	0	286	0	0	286	0x03	0x03	mapped	8	8	blin70_2	287CDC3497CBD33CF31396E4393AF3BC81774C43C2291F856411F47D4D5A3009	42D83A856B89278245EFB5660A3DF5842FCAEE99EF88931418570F193D0FF8EF	The party enters President Shinra's office and finds him dead at his desk, Sephiroth's sword driven through him.
267	0	0	340	0	0	340	0x01	0x01	mapped	8	6	blin70_2	287CDC3497CBD33CF31396E4393AF3BC81774C43C2291F856411F47D4D5A3009	42D83A856B89278245EFB5660A3DF5842FCAEE99EF88931418570F193D0FF8EF	A helicopter rises outside the office windows. Rufus Shinra, a young man in a long white coat, stands on its open landing platform.
267	6	3	4	6	3	4	0xA4	0xA4	mapped	2	3	blin70_2	287CDC3497CBD33CF31396E4393AF3BC81774C43C2291F856411F47D4D5A3009	42D83A856B89278245EFB5660A3DF5842FCAEE99EF88931418570F193D0FF8EF	Palmer emerges from hiding near the President's desk and recoils from the party.
269	1	1	0	1	1	0	0x03	0x03	mapped	0	8	blin70_4	C979A624352606E686684516604DA5548DCF119D4FE3DB62061A4027E91BE507	3DBB39286911FDADDE5E43805AFDAF3C4269337A37E6911DD98E6691479CCEA8	On Shinra's rooftop, Rufus stands alone across from Cloud, calm and motionless in his long white coat.
234	36	4	0	36	4	0	0xF9	0xF9	mapped	0	3	blin1	32102624A3CCB895349283029750F1758EBAC3B415793A2399866E0673ADD1FA	3894CC714C9CB217A60993193A4BE18A625725582A56BF7310EEAADCD5188CB6	The others pile into a display truck while Cloud starts a red motorcycle. The truck smashes through the showroom glass, and both vehicles race down the building's stairs onto the expressway.
226	0	0	11	0	0	81	0x24	0x24	mapped	5	7	roadend	8221E06FFBA2BAD2E95F6F687005A8E07F4AA9CBBD0DB20A8DAEE46459CCEBDA	53FC6C02BB98901F65ABA6397CF6570DDD536A9364A79F92294BC47183E4819E	At dawn, the party gathers at the broken highway's end, with open land stretching beyond Midgar.
